400,1.031265494,0.005279682
401,1.031180821,0.005403436
402,1.031124402,0.005601119
403,1.031094042,0.005746792
404,1.031087546,0.005978862
405,1.031102717,0.006059286
406,1.03113736,0.006330369
407,1.031189278,0.006567864
408,1.031256277,0.006757585
409,1.03133616,0.007034352
410,1.031426731,0.007030097
411,1.031525801,0.007431702
412,1.031631872,0.007571688
413,1.031744775,0.007737773
414,1.031864493,0.007891987
415,1.031991011,0.008026585
416,1.032124312,0.008142411
417,1.032264378,0.00825511
418,1.032411108,0.008362836
419,1.03256366,0.008458709
420,1.032720816,0.008568469
421,1.032881438,0.008743246
422,1.033046253,0.008859898
423,1.033217831,0.008941419
424,1.03339882,0.009248202
425,1.033591869,0.009432077
426,1.033800854,0.009599533
427,1.034035196,0.009764565
428,1.03430588,0.009987931
429,1.034623893,0.010151559
430,1.034992657,0.010392928
431,1.035391028,0.010667912
432,1.035793394,0.010750734
433,1.036187,0.010789902
434,1.036572535,0.010853417
435,1.036951316,0.010900004
436,1.037324074,0.010859494
437,1.03768283,0.010786179
438,1.038012957,0.010712329
439,1.03829993,0.010564903
440,1.038541864,0.01042108
441,1.038754715,0.010219169
442,1.038955786,0.01011784
443,1.039162383,0.009949425
444,1.039387387,0.009767227
445,1.039613677,0.009558072
446,1.039811665,0.009376341
447,1.039951718,0.009109069
448,1.040004446,0.008805621
449,1.03996208,0.008674327
450,1.039855368,0.008479202
451,1.03971904,0.00828917
452,1.039587821,0.008003866
453,1.039496439,0.007884243
454,1.039469695,0.007772961
455,1.039498954,0.007593217
456,1.039568547,0.007403627
457,1.039662804,0.007259308
458,1.039766055,0.00715509
459,1.039862633,0.00707582
460,1.039937422,0.007000432
461,1.039985666,0.006926129
462,1.040011779,0.006861272
463,1.040020492,0.006812069
464,1.040016537,0.006781518
465,1.040004644,0.006771606
466,1.039989542,0.006777498
467,1.039975906,0.006790838
468,1.039968386,0.006804292
469,1.039971628,0.006817841
470,1.03999028,0.00683446
471,1.040028989,0.006854938
472,1.040092402,0.006878102
473,1.040185168,0.006902664
474,1.040310219,0.006926759
475,1.040460231,0.006947959
476,1.040624072,0.006962314
477,1.040790606,0.006965042
478,1.040948817,0.006956291
479,1.041095888,0.006942634
480,1.041242234,0.006930766
481,1.04139947,0.006918869
482,1.04157889,0.006895714
483,1.041780587,0.006853048
484,1.041990897,0.006804711
485,1.042195315,0.00676145
486,1.042379335,0.006707916
487,1.042531729,0.006633732
488,1.042660345,0.00654592
489,1.042779916,0.00645339
490,1.042905184,0.006335971
491,1.04305068,0.006155602
492,1.043217857,0.005967145
493,1.043387574,0.005820779
494,1.043538885,0.005578405
495,1.043650841,0.005373409
496,1.043702513,0.005259919
497,1.043684023,0.00505969
498,1.043615841,0.004800079
499,1.043523597,0.004620565
500,1.043432922,0.004390578
501,1.043368165,0.004193702
502,1.043330866,0.004052175
503,1.043302973,0.003933611
504,1.043265798,0.003787581
505,1.04320065,0.003575451
506,1.043094536,0.003383479
507,1.042957776,0.003207089
508,1.042806649,0.002975776
509,1.042657437,0.002848491
510,1.042526421,0.00275185
511,1.042427855,0.002646822
512,1.042359201,0.002532148
513,1.042309613,0.002413911
514,1.042268189,0.00229301
515,1.042224024,0.002168576
516,1.042166629,0.002047651
517,1.04209333,0.001939469
518,1.042008425,0.001854326
519,1.041916455,0.001782788
520,1.041821964,0.001693117
521,1.041729491,0.001601971
522,1.041643453,0.001540412
523,1.041566791,0.001496162
524,1.041501499,0.001451683
525,1.041449557,0.001400473
526,1.041412944,0.001338122
527,1.041393448,0.00126591
528,1.041387194,0.001200536
529,1.041383791,0.001155074
530,1.041372495,0.001126656
531,1.041342558,0.001109886
532,1.041283278,0.001099176
533,1.041190783,0.001088767
534,1.041075234,0.001073902
535,1.040948516,0.00105507
536,1.040822517,0.001034454
537,1.040709125,0.001014203
538,1.040620226,0.000996034
539,1.040566358,0.000981372
540,1.040544025,0.000971054
